x,z
-9925,-5596
-9925,-4666
-9925,-1431
-9925,-898
-9925,-893
-9925,3272
-9924,-6295
-9924,-5573
-9924,-5282
-9924,-1421
-9924,5081
-9923,-9368
-9923,-5571
-9923,-5312
-9922,-5569
-9922,-4630
-9922,-3053
-9922,923
-9921,-5567
-9921,5115
-9920,-5605
-9920,-5278
-9920,-4018
-9920,-3054
-9920,-3011
-9920,-909
-9920,5116
-9919,-6296
-9919,-5316
-9918,-5563
-9918,-1415
-9918,1656
-9917,-9215
-9917,-9212
-9917,-5608
-9917,-4018
-9917,961
-9917,1685
-9916,-9361
-9916,-6334
-9916,-3055
-9916,-913
-9916,959
-9916,5119
-9915,3310
-9913,-5275
-9913,945
-9913,947
-9913,1656
-9912,-4067
-9912,1680
-9912,3985
-9912,3991
-9912,5075
-9911,-6335
-9911,-5556
-9911,3995
-9910,-6301
-9910,3997
-9909,-4627
-9909,1658
-9909,3310
-9909,3977
-9909,8971
-9909,9984
-9909,9992
-9908,-3055
-9908,-882
-9908,1659
-9908,4000
-9908,6715
-9908,6720
-9907,-6335
-9907,-5553
-9907,-1447
-9907,3263
-9907,5074
-9907,9995
-9906,-9394
-9906,1663
-9906,1668
-9905,-5552
-9905,-5275
-9905,-4060
-9905,9977
-9904,-5609
-9904,-5322
-9904,-2996
-9904,4005
-9904,5120
-9904,9998
-9903,-4626
-9903,3263
-9903,6704
-9902,-8022
-9902,-8019
-9902,-5607
-9902,8985
-9902,9974
-9901,-9393
-9901,-8027
-9901,-8013
-9901,-6677
-9901,-6310
-9901,-4656
-9901,-4626
-9901,-1447
-9901,-921
-9901,8986
-9900,-9353
-9900,-2993
-9900,5073
-9900,6728
-9900,8952
-9899,-1407
-9899,6699
-9899,8952
-9898,-8032
-9898,-5323
-9898,-4048
-9898,-2992
-9898,4011
-9898,6698
-9897,-8033
-9897,-6661
-9897,-4043
-9897,-4037
-9897,-887
-9897,-479
-9897,-468
-9897,6728
-9896,-6660
-9896,-6325
-9896,-6321
-9896,-4627
-9896,-922
-9896,-484
-9896,-463
-9896,5251
-9896,5253
-9894,-6689
-9894,-5552
-9894,-4649
-9894,-2991
-9894,5073
-9894,8990
-9893,-7592
-9893,-7590
-9893,-2991
-9892,-9390
-9892,-9353
-9892,-5585
-9892,-5280
-9892,-3047
-9892,-922
-9892,-891
-9892,5113
-9892,9969
-9891,-8036
-9891,-5581
-9891,-892
-9890,-9789
-9890,-9787
-9890,-7598
-9890,-7584
-9890,-5557
-9890,5265
-9889,-6694
-9889,-5571
-9889,-5561
-9889,-5323
-9889,-1405
-9889,5074
-9889,8991
-9888,8991
-9887,-9795
-9887,-8036
-9887,-7601
-9887,-7581
-9887,-5284
-9887,-897
-9887,5108
-9887,5242
-9887,5539
-9887,5543
-9887,8958
-9886,-9779
-9886,-7980
-9886,3280
-9886,3295
-9886,5075
-9886,6723
-9885,-3457
-9885,-3454
-9885,-3040
-9885,-1405
-9885,3285
-9885,3290
-9885,6691
-9884,-9798
-9884,-6653
-9884,-5322
-9884,-5287
-9884,-1439
-9884,5271
-9884,9969
-9883,-7977
-9882,-9358
-9882,-913
-9882,-908
-9882,4026
-9881,-9774
-9881,-3446
-9881,5242
-9881,5527
-9881,8964
-9880,-9249
-9880,-9248
-9880,-5292
-9880,-3445
-9880,-3002
-9880,-1406
-9880,6691
-9879,-9361
-9879,-9244
-9879,-3004
-9879,-501
-9879,5085
-9879,5092
-9879,5551
-9879,8469
-9879,8470
-9878,4029
-9878,5003
-9878,5005
-9877,-7974
-9877,-6701
-9877,-3473
-9877,-1432
-9877,-501
-9877,4998
-9877,5011
-9877,6692
-9877,6714
-9876,-9379
-9876,-7607
-9876,-3018
-9876,-3016
-9876,-1850
-9876,-1847
-9876,4030
-9876,4995
-9876,5016
-9876,5276
-9876,8984
-9875,-9377
-9875,-8030
-9875,-7974
-9875,-5311
-9875,-5305
-9875,-1409
-9875,5521
-9875,5551
-9875,8976
-9875,8981
-9874,-9768
-9874,-9373
-9874,-9372
-9874,-5394
-9874,-5390
-9874,-1843
-9874,-1410
-9874,4992
-9873,-5399
-9873,-3477
-9873,-1842
-9873,4991
-9873,5025
-9873,6696
-9873,8482
-9872,-9804
-9872,-5380
-9872,-500
-9872,6699
-9872,6703
-9871,-7608
-9871,-3440
-9871,-1420
-9871,-1416
-9871,3974
-9870,-9273
-9870,-7976
-9870,-5404
-9870,-1840
-9870,8460
-9869,-6652
-9869,-5405
-9869,-1864
-9869,5248
-9868,-8023
-9868,-6701
-9868,4030
-9868,9977
-9867,-9805
-9867,4988
-9867,5250
-9867,8488
-9866,-9277
-9866,-3482
-9866,-3439
-9866,-456
-9865,-7981
-9865,-7569
-9865,4028
-9865,5547
-9864,-9239
-9864,-7608
-9864,-6655
-9864,-5361
-9864,-3483
-9864,-1869
-9864,4988
-9864,5515
-9863,-6698
-9863,-5408
-9863,2214
-9863,2220
-9863,3982
-9862,-9756
-9862,-6697
-9862,-6657
-9862,-3484
-9862,5041
-9862,5261
-9862,5267
-9861,-9805
-9861,-1840
-9861,-460
-9861,4024
-9861,9984
-9860,-8008
-9860,-7991
-9860,-461
-9860,3986
-9860,5042
-9860,5543
-9860,6015
-9860,8460
-9859,-9281
-9859,-8003
-9859,-7996
-9859,-7607
-9859,-7567
-9859,-6693
-9859,-5408
-9859,2206
-9859,3988
-9858,-6691
-9858,-5355
-9858,-3485
-9858,-493
-9858,2205
-9858,3990
-9857,2233
-9857,3992
-9857,5540
-9856,-9804
-9856,-9747
-9856,-6670
-9856,-3439
-9856,-466
-9855,-6679
-9855,-6676
-9855,-490
-9855,2203
-9855,3999
-9855,4011
-9855,6032
-9855,8494
-9855,9995
-9854,-9743
-9854,5516
-9853,2237
-9853,5535
-9852,6035
-9851,-8771
-9851,-8770
-9851,-3485
-9851,-3440
-9851,-1876
-9851,-482
-9851,-477
-9851,4994
-9851,6007
-9850,-9724
-9850,-9247
-9850,-8765
-9850,5529
-9850,8494
-9849,-9710
-9849,-9281
-9849,-7565
-9849,-1847
-9849,5041
-9847,-9700
-9847,-9250
-9847,-5402
-9847,-1876
-9847,5040
-9846,2203
-9846,8467
-9845,-8751
-9845,-7565
-9845,-1851
-9845,6007
-9845,8468
-9844,-9416
-9844,-9411
-9844,-9278
-9844,-7599
-9844,5001
-9843,-9423
-9843,-9406
-9843,-3481
-9843,5037
-9842,-9428
-9842,-9276
-9842,-3480
-9842,5036
-9841,-9796
-9841,-8783
-9841,-3445
-9841,8475
-9840,-7566
-9840,-5395
-9840,8303
-9840,8304
-9840,8480
-9840,8481
-9839,-9270
-9839,-9265
-9839,-1861
-9839,6042
-9839,8298
-9838,-9683
-9838,-3448
-9837,-7592
-9837,5013
-9836,-3451
-9836,2209
-9836,2245
-9836,5018
-9836,5024
-9835,-8783
-9835,-8731
-9835,-7569
-9834,-9789
-9834,-7570
-9834,-5366
-9834,-3460
-9834,-3458
-9834,2245
-9834,6043
-9834,8289
-9833,8288
-9832,-9677
-9832,-9396
-9832,-5378
-9832,-5373
-9832,-4287
-9832,-4286
-9832,8323
-9831,-7580
-9831,-7576
-9831,-4281
-9831,6014
-9830,2215
-9830,2244
-9830,6043
-9829,448
-9829,452
-9828,444
-9827,-9446
-9827,2242
-9826,441
-9826,2241
-9825,-9772
-9825,-9396
-9825,-4270
-9825,6020
-9825,8330
-9824,-9767
-9824,439
-9823,-9761
-9823,2228
-9823,2236
-9822,-9743
-9822,-9446
-9821,-9734
-9821,-8776
-9821,-4299
-9821,-2676
-9821,-2670
-9821,437
-9821,8282
-9820,-9729
-9820,-9671
-9819,6032
-9819,6034
-9819,8282
-9818,-9722
-9818,-9671
-9818,-4299
-9818,-4263
-9817,-9445
-9816,-2661
-9816,2057
-9816,2060
-9815,-8988
-9815,2065
-9815,5859
-9815,7209
-9815,7218
-9814,-8769
-9814,-990
-9813,-9706
-9813,-4298
-9813,8285
-9812,437
-9812,5854
-9812,7223
-9811,-9699
-9811,-9004
-9811,-2683
-9811,2072
-9811,5853
-9810,-9403
-9810,-9005
-9810,-2655
-9810,5877
-9810,8288
-9809,-9689
-9809,-9682
-9809,-1000
-9809,2074
-9809,5878
-9809,7198
-9808,-8973
-9808,2046
-9808,7227
-9807,-4257
-9807,-2683
-9806,-976
-9806,472
-9806,620
-9806,624
-9806,8817
-9806,8821
-9805,-8747
-9805,-8745
-9805,1467
-9805,1471
-9805,5850
-9804,-8969
-9804,1463
-9804,1476
-9804,2046
-9804,8337
-9804,8825
-9803,-9410
-9803,-976
-9803,4331
-9803,4343
-9803,8826
-9802,-2682
-9802,-2650
-9802,443
-9802,1460
-9802,7191
-9801,-9010
-9801,-4291
-9801,631
-9801,1459
-9801,5850
-9801,8807
-9800,-1009
-9799,-8966
-9799,472
-9799,1484
-9799,2079
-9799,8309
-9799,8334
-9798,-4288
-9798,-3580
-9798,-3568
-9798,605
-9798,4356
-9798,8333
-9798,8828
-9797,-9421
-9797,-3585
-9797,-1375
-9797,1457
-9797,1486
-9797,4318
-9797,8828
-9796,-9011
-9796,-1378
-9796,449
-9796,8232
-9796,8236
-9796,8330
-9795,-2678
-9795,-1380
-9795,602
-9795,4360
-9795,8324
-9795,8326
-9794,-2650
-9794,2051
-9794,6225
-9794,6233
-9793,-2676
-9793,-980
-9793,631
-9793,1457
-9793,4314
-9793,7234
-9793,8799
-9792,-4278
-9792,-2164
-9792,-2162
-9792,-1384
-9792,2079
-9791,-4273
-9791,-4269
-9791,-3597
-9791,-1385
-9791,5885
-9790,-8966
-9790,-3598
-9790,461
-9790,463
-9790,598
-9790,4312
-9790,5885
-9789,-6887
-9789,-6886
-9789,-1014
-9789,3836
-9789,3839
-9789,5856
-9788,-6882
-9788,-2665
-9788,-2659
-9788,-984
-9788,2057
-9788,2078
-9788,3842
-9788,4367
-9788,8216
-9787,-8967
-9787,6248
-9787,7184
-9786,-986
-9786,1491
-9786,8823
-9785,-8968
-9785,-6895
-9785,-2179
-9785,-1014
-9785,3826
-9785,5884
-9785,7559
-9785,7562
-9784,-9011
-9784,-6896
-9784,-1355
-9784,7234
-9784,7555
-9784,8212
-9784,8794
-9783,-8969
-9783,-6875
-9783,-2846
-9783,-2839
-9783,-2153
-9783,1462
-9783,6252
-9783,8243
-9782,-6874
-9782,-2851
-9782,-2834
-9782,-2153
-9782,-1355
-9782,-991
-9782,2069
-9782,2070
-9782,5863
-9782,7184
-9782,7552
-9781,-1012
-9781,3821
-9781,4314
-9781,5882
-9781,7551
-9780,-1011
-9780,594
-9780,624
-9780,1491
-9780,3847
-9780,4315
-9780,5367
-9780,5369
-9780,6211
-9779,-8972
-9779,-3603
-9779,-2185
-9779,3819
-9778,-2860
-9778,-1008
-9778,-999
-9778,5363
-9778,6255
-9778,7577
-9777,-2154
-9777,5362
-9777,5873
-9777,5876
-9777,7230
-9776,1469
-9776,3847
-9776,4373
-9776,6210
-9776,7229
-9775,594
-9775,7548
-9774,-2819
-9774,618
-9774,3815
-9774,4373
-9774,5381
-9772,-9006
-9772,-8979
-9772,-3603
-9772,1486
-9772,5359
-9772,8205
-9772,8237
-9772,8797
-9771,-6903
-9771,1479
-9771,1483
-9771,4333
-9771,6209
-9771,7548
-9771,7584
-9771,8800
-9771,8801
-9769,-9003
-9769,-1395
-9769,4339
-9769,6255
-9769,7199
-9769,7211
-9768,-5626
-9768,-5623
-9768,-1395
-9768,-1362
-9768,599
-9768,5387
-9767,-5631
-9767,-5618
-9767,-3602
-9767,-2868
-9767,-2812
-9767,-2160
-9767,4346
-9767,5358
-9767,8204
-9766,-8998
-9766,-8990
-9766,-6904
-9766,3811
-9766,4350
-9766,5358
-9766,6254
-9765,-3559
-9765,3842
-9765,4355
-9765,4364
-9765,8204
-9765,8230
-9764,-4694
-9764,-4686
-9764,-2868
-9764,-2192
-9764,6208
-9764,6253
-9763,-5638
-9763,-2192
-9763,-1394
-9762,-2165
-9762,-1368
-9762,6252
-9762,7589
-9761,-6904
-9761,-2867
-9760,-5641
-9760,-5605
-9759,-4676
-9759,-3565
-9759,6208
-9759,7554
-9758,6249
-9758,8209
-9757,-4674
-9757,-2864
-9757,3811
-9757,7556
-9756,-1378
-9756,3833
-9756,5393
-9755,-4703
-9755,-1384
-9755,-1383
-9754,-4703
-9754,-2183
-9754,-2182
-9754,6209
-9753,-5598
-9752,-3578
-9752,-2859
-9752,5393
-9751,-3585
-9751,-3583
-9751,3819
-9751,3821
-9751,6242
-9750,-5646
-9749,-5646
-9749,-2803
-9749,7571
-9749,7583
-9748,-6841
-9748,5365
-9748,6238
-9748,7576
-9748,7579
-9747,-4519
-9747,-4517
-9747,-2853
-9747,5366
-9747,5391
-9747,6236
-9746,6234
-9745,135
-9745,139
-9744,-5593
-9744,-4668
-9744,-2802
-9744,130
-9744,5388
-9744,6220
-9744,6227
-9743,-6839
-9743,-4508
-9743,149
-9742,-4697
-9742,-4531
-9742,-4507
-9742,5374
-9742,5384
-9742,6146
-9741,-4668
-9741,125
-9741,155
-9741,6151
-9740,-6895
-9740,-6839
-9740,124
-9740,5205
-9740,5206
-9739,5211
-9738,-4536
-9738,6160
-9737,-5593
-9737,-2801
-9736,-5632
-9736,-4691
-9736,-4538
-9735,-4670
-9735,6124
-9734,-5626
-9734,121
-9733,-6888
-9733,-4502
-9733,5222
-9732,-5598
-9731,-5613
-9731,-4542
-9731,6123
-9730,121
-9729,-9583
-9729,-9581
-9729,177
-9729,4610
-9729,4618
-9729,5193
-9729,6123
-9728,-9587
-9728,-4501
-9728,4606
-9727,4604
-9727,6176
-9726,180
-9726,5193
-9726,5229
-9725,-2834
-9725,6177
-9724,-6869
-9724,-6860
-9724,-5696
-9724,-5693
-9724,4600
-9723,-9568
-9723,-5701
-9722,-7704
-9722,-7697
-9721,-2832
-9721,-2800
-9721,4597
-9721,4634
-9720,-7978
-9720,-7969
-9720,-7046
-9720,-7045
-9720,183
-9719,-7710
-9719,-7040
-9719,-4547
-9718,-9594
-9718,-7981
-9718,-7037
-9718,-5686
-9718,127
-9718,183
-9717,-7982
-9717,-7712
-9717,-7035
-9717,-5711
-9717,-4501
-9716,-9561
-9716,-7682
-9716,6129
-9716,6177
-9715,-7056
-9715,-2830
-9715,-2799
-9715,4640
-9714,-7959
-9714,-7031
-9714,4593
-9714,5199
-9714,6563
-9714,6567
-9713,-7715
-9713,-5686
-9713,-4547
-9713,7829
-9713,7832
-9712,-9594
-9712,-7029
-9712,-4502
-9712,180
-9712,7824
-9712,7837
-9712,8167
-9711,-7716
-9711,-5717
-9711,134
-9711,5202
-9711,8166
-9710,-7058
-9710,5234
-9709,-7986
-9709,-7058
-9709,177
-9709,6136
-9709,6578
-9708,-8561
-9708,-8558
-9708,-7953
-9708,5719
-9708,5720
-9708,6172
-9708,7817
-9706,-2796
-9706,-2558
-9706,-2557
-9706,3524
-9706,3527
-9706,5712
-9706,6170
-9705,-7718
-9705,-4543
-9705,5710
-9705,6582
-9705,7814
-9705,7850
-9704,-7673
-9704,-4542
-9704,5217
-9703,-8548
-9703,-7986
-9703,149
-9703,166
-9703,4646
-9703,6553
-9702,-9589
-9702,154
-9702,161
-9702,8161
-9701,-9588
-9701,-8569
-9701,-7024
-9701,4646
-9701,6152
-9701,6160
-9700,-9556
-9700,-7719
-9700,-2793
-9700,-2545
-9700,5703
-9700,6553
-9699,-7673
-9699,-2828
-9698,-7947
-9698,-2270
-9698,-2268
-9698,7857
-9697,-7052
-9697,-5724
-9697,-4528
-9697,-4515
-9697,3506
-9697,5700
-9697,8160
-9696,-8570
-9696,-8541
-9696,-7984
-9696,-7024
-9696,-5695
-9696,-4523
-9696,-4520
-9696,1526
-9696,1535
-9696,4611
-9696,8160
-9695,-9561
-9695,7809
-9695,8195
-9694,-9573
-9694,-9565
-9694,-7983
-9694,-2789
-9694,-2539
-9694,3503
-9694,3729
-9694,3737
-9694,4618
-9694,7809
-9693,-8570
-9693,-5724
-9693,-5267
-9693,-5262
-9693,1520
-9693,4623
-9693,5729
-9692,-7025
-9692,-5699
-9692,-2283
-9692,-2260
-9692,1542
-9692,4629
-9692,4635
-9691,-7046
-9691,1543
-9691,3541
-9691,8196
-9691,8933
-9690,-7980
-9690,-5256
-9690,5695
-9690,5728
-9690,6589
-9689,-7947
-9689,-7719
-9689,-7677
-9689,-7027
-9689,7862
-9689,9126
-9689,9138
-9688,-7028
-9688,-5278
-9688,5694
-9688,5727
-9687,-7977
-9687,-5253
-9687,-2827
-9687,-2567
-9687,9145
-9686,-7949
-9686,-7037
-9686,-7031
-9686,1513
-9686,3715
-9686,3743
-9686,8197
-9686,8923
-9686,9147
-9685,-5716
-9685,-5713
-9685,-2290
-9685,1546
-9685,3743
-9685,4539
-9685,4548
-9685,5725
-9685,6560
-9684,-7973
-9684,-7951
-9684,-7718
-9684,-7681
-9684,-5283
-9683,-8535
-9683,-7971
-9683,-5284
-9683,-2260
-9683,3712
-9683,8947
-9683,9151
-9682,-7954
-9682,-2777
-9682,6589
-9682,7862
-9681,-7964
-9681,-7958
-9681,-7684
-9681,-5937
-9681,-5932
-9681,1546
-9681,5692
-9681,7823
-9681,9153
-9680,-8535
-9680,3742
-9680,8198
-9680,8947
-9679,-2532
-9679,5692
-9679,7829
-9678,-5288
-9678,-2771
-9678,3541
-9678,4553
-9678,6567
-9677,-7714
-9677,-7689
-9677,-5248
-9677,4553
-9677,5717
-9677,7857
-9677,8168
-9677,8198
-9677,8914
-9676,-8563
-9676,-7713
-9676,3494
-9676,7842
-9675,-8562
-9675,-5945
-9675,-5920
-9675,-2532
-9675,-1249
-9675,-1248
-9674,-8538
-9674,-2763
-9674,-2561
-9674,3494
-9674,6584
-9673,-8539
-9673,-2296
-9673,6576
-9672,-8558
-9672,-7704
-9672,-7702
-9672,-5247
-9672,-2757
-9672,1507
-9672,8197
-9672,9106
-9672,9955
-9672,9959
-9671,-8556
-9671,-8542
-9671,-2752
-9671,-2267
-9671,5699
-9671,5704
-9670,-8552
-9670,-8546
-9670,-2736
-9670,-2557
-9670,3736
-9670,8175
-9669,-8728
-9669,-8724
-9669,-2728
-9669,3539
-9669,3705
-9669,7759
-9669,7762
-9668,-8719
-9668,-5947
-9668,-5913
-9668,-1263
-9668,7754
-9667,-5293
-9667,-2296
-9667,-2271
-9667,-1240
-9667,3496
-9667,3705
-9667,8179
-9667,9156
-9666,-2820
-9666,-1240
-9666,8181
-9666,8909
-9665,-6187
-9665,-6184
-9665,-5947
-9665,-5247
-9665,-2547
-9665,-2542
-9665,1507
-9665,8939
-9665,9941
-9664,-8739
-9664,-6179
-9664,3730
-9664,9967
-9663,-2294
-9663,-1268
-9663,3499
-9663,7769
-9663,8937
-9662,-2817
-9662,-2293
-9662,3500
-9662,3535
-9662,4547
-9662,7744
-9662,8909
-9662,9106
-9662,9967
-9661,-8706
-9661,-5293
-9660,-8743
-9660,-6171
-9660,-5946
-9660,-5248
-9660,-2289
-9660,-2284
-9660,4515
-9659,-2704
-9659,3532
-9659,3710
-9659,9284
-9659,9935
-9658,3720
-9658,7769
-9658,8911
-9658,9151
-9657,-5907
-9657,-4631
-9657,-4625
-9657,4543
-9657,8912
-9657,9107
-9656,-9229
-9656,-9225
-9656,-6166
-9656,-1033
-9656,4515
-9656,7738
-9655,-1024
-9655,3516
-9655,3524
-9655,4541
-9655,8915
-9655,8923
-9655,9965
-9654,-8699
-9654,-2809
-9654,1518
-9654,1519
-9654,9301
-9653,-6198
-9653,-6163
-9653,-5289
-9653,9964
-9652,-6198
-9652,-5906
-9652,-4641
-9652,-2697
-9652,-1247
-9651,-8747
-9651,-5906
-9651,-1275
-9651,4536
-9650,-5940
-9650,-5286
-9650,9278
-9649,-9243
-9649,-1045
-9649,9142
-9648,-9217
-9648,-8747
-9648,-1711
-9648,-1704
-9648,4529
-9647,-6197
-9647,-5937
-9647,-4646
-9647,-4614
-9647,-1716
-9647,-1699
-9647,-1252
-9647,-1019
-9647,9308
-9646,-9217
-9646,-6158
-9646,-1719
-9646,7732
-9646,9959
-9645,-5258
-9645,-1721
-9645,-1049
-9645,9116
-9645,9278
-9645,9928
-9644,-8972
-9644,-8968
-9644,-6157
-9644,-5275
-9644,-5260
-9644,-2785
-9644,-1723
-9644,-1019
-9644,9118
-9643,-9249
-9643,-8976
-9643,-5270
-9643,-5264
-9643,-2776
-9643,4390
-9643,9122
-9643,9129
-9643,9956
-9642,-8961
-9642,-8744
-9642,-6156
-9642,-2759
-9642,9928
-9641,-8959
-9641,-2754
-9641,-1727
-9641,-1272
-9641,7731
-9641,7760
-9640,-8742
-9640,-8692
-9640,-4614
-9640,-1269
-9640,-1266
-9640,-340
-9640,-337
-9640,4395
-9640,9279
-9639,-9219
-9639,-5921
-9639,-5917
-9639,-1684
-9639,-343
-9639,7731
-9638,-8955
-9638,-2690
-9638,-1730
-9638,-333
-9638,4397
-9637,-9220
-9637,7756
-9637,9280
-9636,-6191
-9636,-2739
-9636,-331
-9636,4369
-9636,9314
-9635,-8982
-9635,-8952
-9635,-8692
-9635,9281
-9634,5988
-9634,5996
-9634,7752
